area,name,lat,long,status,note
熊谷市,18-01,36.1726287,139.3908334,0,
熊谷市,18-02,36.1722261,139.3894347,0,
熊谷市,18-03,36.1832123,139.3886213,0,
熊谷市,18-04,36.1904434,139.4005161,0,
熊谷市,18-05,36.1861212,139.4160771,0,
熊谷市,18-06,36.1817999,139.4055622,0,
熊谷市,18-07,36.181638,139.4074048,0,
熊谷市,18-08,36.1714759,139.4161167,0,
熊谷市,18-09,36.1675086,139.4224569,0,
熊谷市,19-01,36.1822455,139.3827442,0,
熊谷市,19-02,36.1861174,139.3801969,0,
熊谷市,19-03,36.1875292,139.3840849,0,
熊谷市,19-04,36.1867104,139.3970535,0,
熊谷市,19-05,36.1889393,139.3691226,0,
熊谷市,19-06,36.1827149,139.3672009,0,
熊谷市,19-07,36.1889393,139.3691226,0,
熊谷市,19-08,36.1827149,139.3672009,0,
熊谷市,20-01,36.2075488,139.3396352,0,
熊谷市,20-02,36.1963437,139.3384299,0,
熊谷市,20-03,36.185733,139.3327903,0,
熊谷市,20-04,36.1803549,139.3353867,0,
熊谷市,20-05,36.1835112,139.3405708,0,
熊谷市,20-06,36.1835112,139.3405708,0,
熊谷市,20-07,36.1903449,139.3475488,0,
熊谷市,20-08,36.1936053,139.3352957,0,
熊谷市,20-09,36.1803549,139.3353867,0,
熊谷市,21-01,36.1558604,139.3235012,0,
熊谷市,21-02,36.1581932,139.3011459,0,
熊谷市,21-03,36.164502,139.2984748,0,
熊谷市,21-04,36.1581932,139.3011459,0,
熊谷市,21-05,36.1591127,139.3195148,0,
熊谷市,21-06,36.1528608,139.3140738,0,
熊谷市,21-07,36.1558604,139.3235012,0,
熊谷市,21-08,36.1636653,139.3138652,0,
熊谷市,22-01,36.1266676,139.3691964,0,
熊谷市,22-02,36.1268203,139.3716206,0,
熊谷市,22-03,36.1215824,139.3649158,0,
熊谷市,22-04,36.1204842,139.370312,0,
熊谷市,22-05,36.1242525,139.3727975,0,
熊谷市,22-06,36.1227827,139.3757016,0,
熊谷市,22-07,36.1113645,139.3728338,0,
熊谷市,22-08,36.1045241,139.3855165,0,
熊谷市,23-01,36.1640299,139.4306329,0,
熊谷市,23-02,36.159747,139.4311247,0,
熊谷市,23-03,36.157521,139.4320754,0,
熊谷市,23-04,36.1561828,139.4284067,0,
熊谷市,23-05,36.1568286,139.423041,0,
熊谷市,23-06,36.1573706,139.4187037,0,
熊谷市,23-07,36.1593838,139.4231097,0,
熊谷市,24-01,36.1355163,139.3900695,0,
熊谷市,24-02,36.1355163,139.3900695,0,
熊谷市,24-03,36.1374789,139.3925245,0,
熊谷市,24-04,36.1348366,139.393092,0,
熊谷市,24-05,36.1353707,139.3946906,0,
熊谷市,24-06,36.1355163,139.3900695,0,
熊谷市,24-07,36.1330881,139.3918541,0,
熊谷市,25-01,36.140783,139.382769,0,
熊谷市,25-02,36.1391541,139.3880645,0,
熊谷市,25-03,36.1370443,139.386839,0,
熊谷市,25-04,36.1367031,139.3874904,0,
熊谷市,25-05,36.1370026,139.3847921,0,
熊谷市,25-06,36.1370026,139.3847921,0,
熊谷市,25-07,36.1316777,139.3792777,0,
熊谷市,26-01,36.1536025,139.3944089,0,
熊谷市,26-02,36.1566292,139.3945634,0,
熊谷市,26-03,36.1559023,139.3966233,0,
熊谷市,26-04,36.1517823,139.4033562,0,
熊谷市,26-05,36.158897,139.4020093,0,
熊谷市,26-06,36.158897,139.4020093,0,
熊谷市,26-07,36.1542372,139.3976888,0,
熊谷市,27-01,36.1725517,139.3373992,0,
熊谷市,27-02,36.1729554,139.3275369,0,
熊谷市,27-03,36.1748421,139.3246971,0,
熊谷市,27-04,36.1725517,139.3373992,0,
熊谷市,27-05,36.1742187,139.3149072,0,
熊谷市,27-06,36.1757513,139.314014,0,
熊谷市,27-07,36.1726841,139.3126277,0,
熊谷市,28-01,36.1725517,139.3373992,0,
熊谷市,28-02,36.1791512,139.3323053,0,
熊谷市,28-03,36.1725517,139.3373992,0,
熊谷市,28-04,36.1744852,139.3333438,0,
熊谷市,28-05,36.1725517,139.3373992,0,
熊谷市,28-06,36.173519,139.3374961,0,
熊谷市,28-07,36.173519,139.3374961,0,
熊谷市,29-01,36.1682207,139.3452514,0,
熊谷市,29-02,36.1682207,139.3452514,0,
熊谷市,29-03,36.1674586,139.3419681,0,
熊谷市,29-04,36.1567064,139.3428183,0,
熊谷市,29-05,36.1630629,139.3475488,0,
熊谷市,29-06,36.1642817,139.3458518,0,
熊谷市,29-07,36.1630629,139.3475488,0,
熊谷市,30-01,36.1516797,139.3930852,0,
熊谷市,30-02,36.1506235,139.3964186,0,
熊谷市,30-03,36.1503511,139.3924795,0,
熊谷市,30-04,36.1509184,139.393914,0,
熊谷市,30-05,36.1513079,139.3917996,0,
熊谷市,30-06,36.1481119,139.3931845,0,
熊谷市,30-07,36.1505466,139.3911713,0,
熊谷市,31-01,36.1539652,139.3673552,0,
熊谷市,31-02,36.1587744,139.3650475,0,
熊谷市,31-03,36.1529949,139.3800315,0,
熊谷市,31-04,36.1536626,139.3735099,0,
熊谷市,31-05,36.1540212,139.3766495,0,
熊谷市,31-06,36.1546333,139.3776909,0,
熊谷市,31-07,36.1544561,139.3791883,0,
熊谷市,31-08,36.158587,139.3815391,0,
熊谷市,32-01,36.160979,139.36279,0,
熊谷市,32-02,36.1612934,139.3632921,0,
熊谷市,32-03,36.1628486,139.3692912,0,
熊谷市,32-04,36.1621593,139.3634111,0,
熊谷市,32-05,36.1610806,139.3722267,0,
熊谷市,32-06,36.1634881,139.3747425,0,
熊谷市,32-07,36.1691137,139.3818168,0,
熊谷市,32-08,36.1643805,139.3817573,0,
熊谷市,33-01,36.1733519,139.3058538,0,
熊谷市,33-02,36.1735161,139.3060988,0,
熊谷市,33-03,36.1691648,139.3158967,0,
熊谷市,33-04,36.169789,139.3138161,0,
熊谷市,33-05,36.1706461,139.3083204,0,
熊谷市,33-06,36.1735161,139.3060988,0,
熊谷市,33-07,36.1731175,139.310547,0,
熊谷市,34-01,36.1713239,139.3251804,0,
熊谷市,34-02,36.1658993,139.3183735,0,
熊谷市,34-03,36.1688086,139.3228975,0,
熊谷市,34-04,36.169792,139.3258265,0,
熊谷市,34-05,36.1710431,139.3273777,0,
熊谷市,34-06,36.1678555,139.3301041,0,
熊谷市,34-07,36.1656176,139.3264686,0,
熊谷市,35-01,36.0746494,139.4278341,0,
熊谷市,35-02,36.0768275,139.4266257,0,
熊谷市,35-03,36.0794082,139.4332551,0,
熊谷市,35-04,36.0799666,139.4338921,0,
熊谷市,35-05,36.0750991,139.4205513,0,
熊谷市,35-06,36.0774792,139.4175271,0,
熊谷市,35-07,36.078811,139.4140819,0,
熊谷市,36-01,36.0921129,139.4174099,0,
熊谷市,36-02,36.0899052,139.427539,0,
熊谷市,36-03,36.0895388,139.4236281,0,
熊谷市,36-04,36.0888594,139.4127469,0,
熊谷市,36-05,36.0845773,139.4152119,0,
熊谷市,36-06,36.0778273,139.409218,0,
熊谷市,36-07,36.0780992,139.4097538,0,
熊谷市,37-01,36.101232,139.4166758,0,
熊谷市,37-02,36.0945609,139.4180105,0,
熊谷市,37-03,36.097558,139.4072136,0,
熊谷市,37-04,36.099831,139.4002283,0,
熊谷市,37-05,36.1036499,139.4024909,0,
熊谷市,37-06,36.1048671,139.4177653,0,
熊谷市,37-07,36.1087377,139.4122942,0,
熊谷市,38-01,36.1167854,139.3818168,0,
熊谷市,38-02,36.1122397,139.3887998,0,
熊谷市,38-03,36.1122397,139.3887998,0,
熊谷市,38-04,36.1110727,139.3852884,0,
熊谷市,38-05,36.121484,139.3891178,0,
熊谷市,38-06,36.1172145,139.3995934,0,
熊谷市,38-07,36.1146259,139.4013991,0,
熊谷市,38-08,36.106102,139.4010816,0,
熊谷市,39-01,36.2293747,139.377852,0,
熊谷市,39-02,36.2279736,139.3696998,0,
熊谷市,39-03,36.2313201,139.3761575,0,
熊谷市,39-04,36.2351625,139.3725934,0,
熊谷市,39-05,36.2224986,139.3774533,0,
熊谷市,39-06,36.2238104,139.3758239,0,
熊谷市,39-07,36.225679,139.3717749,0,
熊谷市,40-01,36.2240088,139.3794662,0,
熊谷市,40-02,36.2259993,139.3839263,0,
熊谷市,40-03,36.2225998,139.3894028,0,
熊谷市,40-04,36.2230167,139.3821425,0,
熊谷市,40-05,36.2199643,139.3824516,0,
熊谷市,40-06,36.221367,139.3865779,0,
熊谷市,40-07,36.2192482,139.3862604,0,
熊谷市,41-01,36.2143664,139.3729306,0,
熊谷市,41-02,36.2236314,139.3684396,0,
熊谷市,41-03,36.2097304,139.3730372,0,
熊谷市,41-04,36.217793,139.3743151,0,
熊谷市,41-05,36.210625,139.36846,0,
熊谷市,41-06,36.2161097,139.3820166,0,
熊谷市,41-07,36.2149114,139.3769433,0,
熊谷市,42-01,36.237795,139.3497891,0,
熊谷市,42-02,36.2358132,139.3657543,0,
熊谷市,42-03,36.2296396,139.367504,0,
熊谷市,42-04,36.2350706,139.3530724,0,
熊谷市,42-05,36.2327444,139.3562722,0,
熊谷市,42-06,36.2352224,139.3404716,0,
熊谷市,42-07,36.2318404,139.3472604,0,
熊谷市,43-01,36.2512938,139.3484949,0,
熊谷市,43-02,36.250631,139.3521187,0,
熊谷市,43-03,36.2491431,139.3584338,0,
熊谷市,43-04,36.2476822,139.3609883,0,
熊谷市,43-05,36.2468441,139.3652504,0,
熊谷市,44-01,36.215557,139.3516321,0,
熊谷市,44-02,36.2113351,139.3557967,0,
熊谷市,44-03,36.2170299,139.3648029,0,
熊谷市,44-04,36.2145042,139.3421363,0,
熊谷市,44-05,36.2257479,139.345943,0,
熊谷市,44-06,36.2190103,139.3424936,0,
熊谷市,44-07,36.2040117,139.3615074,0,
熊谷市,44-08,36.2056955,139.3558688,0,
熊谷市,45-01,36.2085667,139.3793769,0,
熊谷市,45-02,36.2106638,139.3784248,0,
熊谷市,45-03,36.206493,139.387194,0,
熊谷市,45-04,36.2109943,139.3899015,0,
熊谷市,45-05,36.2021062,139.3765206,0,
熊谷市,45-06,36.2038152,139.3748215,0,
熊谷市,45-07,36.2041167,139.3721635,0,
熊谷市,46-01,36.2204687,139.3962124,0,
熊谷市,46-02,36.2195822,139.3995934,0,
熊谷市,46-03,36.2157526,139.4033146,0,
熊谷市,46-04,36.2155629,139.4004069,0,
熊谷市,46-05,36.2221418,139.393492,0,
熊谷市,46-06,36.213398,139.3903672,0,
熊谷市,46-07,36.2140966,139.3913514,0,
熊谷市,47-01,36.2102583,139.3936408,0,
熊谷市,47-02,36.203339,139.3972922,0,
熊谷市,47-03,36.209175,139.3985864,0,
熊谷市,47-04,36.2002718,139.392235,0,
熊谷市,47-05,36.2025329,139.3820503,0,
熊谷市,47-06,36.1995159,139.3894347,0,
熊谷市,47-07,36.2008699,139.3839963,0,
熊谷市,48-01,36.2020083,139.4187648,0,
熊谷市,48-02,36.2083289,139.4132271,0,
熊谷市,48-03,36.200806,139.4297724,0,
熊谷市,48-04,36.1948289,139.4110591,0,
熊谷市,48-05,36.1988815,139.4034844,0,
熊谷市,48-06,36.1952088,139.4122942,0,
熊谷市,48-07,36.2094998,139.4080921,0,
熊谷市,48-08,36.2156758,139.4122942,0,
熊谷市,49-01,36.1268707,139.3456853,0,
熊谷市,49-02,36.1332981,139.3526243,0,
熊谷市,49-03,36.1330773,139.3484875,0,
熊谷市,49-04,36.1200669,139.3564312,0,
熊谷市,49-05,36.1305644,139.3258233,0,
熊谷市,49-06,36.1313589,139.3183933,0,
熊谷市,49-07,36.1361695,139.3373992,0,
熊谷市,49-08,36.1361695,139.3373992,0,
熊谷市,50-01,36.1080892,139.3188696,0,
熊谷市,50-02,36.1029428,139.3180506,0,
熊谷市,50-03,36.1096693,139.3171053,0,
熊谷市,50-04,36.1096693,139.3171053,0,
熊谷市,50-05,36.1096693,139.3171053,0,
熊谷市,50-06,36.1142406,139.3310566,0,
熊谷市,50-07,36.1208437,139.3221781,0,
熊谷市,50-08,36.1118365,139.3235676,0,
熊谷市,51-01,36.1059344,139.3419501,0,
熊谷市,51-02,36.1047635,139.3462602,0,
熊谷市,51-03,36.1039379,139.3524474,0,
熊谷市,51-04,36.1039375,139.3615074,0,
熊谷市,51-05,36.1022469,139.3323251,0,
熊谷市,51-06,36.102188,139.33297,0,
熊谷市,51-07,36.1011308,139.3387669,0,
熊谷市,51-08,36.1044044,139.3246949,0,
熊谷市,52-01,36.1080537,139.3437425,0,
熊谷市,52-02,36.1149691,139.3342278,0,
熊谷市,52-03,36.1146698,139.3418394,0,
熊谷市,52-04,36.1564552,139.3923313,0,
熊谷市,52-05,36.1153001,139.3364937,0,
熊谷市,52-06,36.1171929,139.3307893,0,
熊谷市,52-07,36.1190245,139.3365049,0,
熊谷市,53-01,36.1166271,139.3609323,0,
熊谷市,53-02,36.1162819,139.3580531,0,
熊谷市,53-03,36.1183229,139.3549044,0,
熊谷市,53-04,36.1221233,139.3475488,0,
熊谷市,53-05,36.1221233,139.3475488,0,
熊谷市,53-06,36.1361695,139.3373992,0,
熊谷市,53-07,36.1142233,139.3433699,0,
行田市,01-01,36.1433639,139.4635327,0,
行田市,01-02,36.1430493,139.459077,0,
行田市,01-03,36.1410439,139.451049,0,
行田市,01-04,36.1402981,139.4577097,0,
行田市,01-05,36.1408975,139.4595739,0,
行田市,01-06,36.1417845,139.4600267,0,
行田市,01-07,36.1391294,139.4613991,0,
行田市,02-01,36.1388338,139.4557465,0,
行田市,02-02,36.1402781,139.452618,0,
行田市,02-03,36.1371427,139.4485213,0,
行田市,02-04,36.1353519,139.4527035,0,
行田市,02-05,36.1364777,139.4557073,0,
行田市,02-06,36.137794,139.4540522,0,
行田市,02-07,36.1360654,139.4575493,0,
行田市,03-01,36.1390496,139.4458061,0,
行田市,03-02,36.1383535,139.4368438,0,
行田市,03-03,36.1375789,139.4288492,0,
行田市,03-04,36.1333631,139.4299809,0,
行田市,03-05,36.1335822,139.4415248,0,
行田市,03-06,36.1316318,139.4482488,0,
行田市,03-07,36.1349352,139.4433365,0,
行田市,04-01,36.1295699,139.4419061,0,
行田市,04-02,36.1306163,139.4390877,0,
行田市,04-03,36.1308171,139.4364068,0,
行田市,04-04,36.1295549,139.4364047,0,
行田市,04-05,36.1285667,139.4347061,0,
行田市,04-06,36.1272696,139.4479748,0,
行田市,04-07,36.1269124,139.438022,0,
行田市,04-08,36.1275357,139.4439593,0,
行田市,05-01,36.113857,139.4314889,0,
行田市,05-02,36.1142693,139.432676,0,
行田市,05-03,36.1173382,139.4354805,0,
行田市,05-04,36.1206127,139.4343685,0,
行田市,05-05,36.1228997,139.4327197,0,
行田市,05-06,36.1224085,139.4332568,0,
行田市,05-07,36.1251199,139.4359372,0,
行田市,06-01,36.1260769,139.4543141,0,
行田市,06-02,36.1201343,139.4402459,0,
行田市,06-03,36.1327593,139.4377043,0,
行田市,06-04,36.1205335,139.4507213,0,
行田市,06-05,36.1261895,139.4418345,0,
行田市,06-06,36.1244777,139.4410491,0,
行田市,06-07,36.1231369,139.4434231,0,
行田市,07-01,36.1339649,139.4640194,0,
行田市,07-02,36.1316841,139.4623508,0,
行田市,07-03,36.1306226,139.4592967,0,
行田市,07-04,36.1325987,139.4588746,0,
行田市,07-05,36.131091,139.456789,0,
行田市,07-06,36.1315374,139.4537828,0,
行田市,07-07,36.1327593,139.4377043,0,
行田市,08-01,36.1352934,139.4671814,0,
行田市,08-02,36.129757,139.46688,0,
行田市,08-03,36.129877,139.4698401,0,
行田市,08-04,36.1303422,139.4647345,0,
行田市,08-05,36.1275058,139.4701778,0,
行田市,08-06,36.1284096,139.4676495,0,
行田市,08-07,36.1249095,139.4684991,0,
行田市,09-01,36.1377276,139.4597775,0,
行田市,09-02,36.1339144,139.4651988,0,
行田市,09-03,36.1369695,139.4631851,0,
行田市,09-04,36.1375952,139.4687663,0,
行田市,09-05,36.139377,139.466697,0,
行田市,09-06,36.1383438,139.4617548,0,
行田市,09-07,36.1386611,139.4629268,0,
行田市,10-01,36.1384668,139.4842854,0,
行田市,10-02,36.1389365,139.4780266,0,
行田市,10-03,36.1313849,139.4758601,0,
行田市,10-04,36.1324368,139.4827305,0,
行田市,10-05,36.137237,139.4718438,0,
行田市,10-06,36.1407895,139.4685315,0,
行田市,10-07,36.1401967,139.4763965,0,
行田市,11-01,36.1430249,139.4688198,0,
行田市,11-02,36.1450952,139.4712065,0,
行田市,11-03,36.1474455,139.4776145,0,
行田市,11-04,36.1434243,139.4658226,0,
行田市,11-05,36.1493571,139.4768905,0,
行田市,11-06,36.1495374,139.473297,0,
行田市,11-07,36.1453202,139.4692893,0,
行田市,12-01,36.1470732,139.4670205,0,
行田市,12-02,36.1489483,139.4679874,0,
行田市,12-03,36.1515869,139.4696812,0,
行田市,12-04,36.1554797,139.46688,0,
行田市,12-05,36.1502598,139.465986,0,
行田市,12-06,36.1547138,139.4702838,0,
行田市,12-07,36.1533874,139.4671581,0,
行田市,13-01,36.1561815,139.4628824,0,
行田市,13-02,36.1535105,139.4610307,0,
行田市,13-03,36.1487388,139.4623253,0,
行田市,13-04,36.1454928,139.461604,0,
行田市,13-05,36.1451621,139.4636022,0,
行田市,13-06,36.1495342,139.4593917,0,
行田市,13-07,36.151224,139.462366,0,
行田市,14-01,36.1500345,139.456166,0,
行田市,14-02,36.1470882,139.4580786,0,
行田市,14-03,36.1483491,139.4573908,0,
行田市,14-04,36.152538,139.4508147,0,
行田市,14-05,36.1484601,139.4552123,0,
行田市,14-06,36.1475465,139.4526166,0,
行田市,14-07,36.1458488,139.4528928,0,
行田市,15-01,36.1740304,139.4576871,0,
行田市,15-02,36.1685197,139.458815,0,
行田市,15-03,36.1661694,139.4655291,0,
行田市,15-04,36.1637913,139.462311,0,
行田市,15-05,36.166388,139.4516647,0,
行田市,15-06,36.1614225,139.462331,0,
行田市,15-07,36.1585628,139.462311,0,
行田市,16-01,36.1631885,139.4436415,0,
行田市,16-02,36.1590153,139.4373965,0,
行田市,16-03,36.1570059,139.4328398,0,
行田市,16-04,36.1483026,139.4425891,0,
行田市,16-05,36.1412982,139.4453091,0,
行田市,16-06,36.1398175,139.4399792,0,
行田市,16-07,36.1441416,139.4377043,0,
行田市,16-08,36.1411307,139.4314103,0,
行田市,17-01,36.1917909,139.4241318,0,
行田市,17-02,36.1912818,139.4336789,0,
行田市,17-03,36.1904526,139.4387603,0,
行田市,17-04,36.184321,139.4388758,0,
行田市,17-05,36.1884032,139.4497581,0,
行田市,17-06,36.1873886,139.455274,0,
行田市,18-01,36.1859754,139.4615959,0,
行田市,18-02,36.1848536,139.4714096,0,
行田市,18-03,36.1766396,139.4743,0,
行田市,18-04,36.1852801,139.4767343,0,
行田市,18-05,36.185791,139.4834902,0,
行田市,18-06,36.1844702,139.4867187,0,
行田市,18-07,36.1860513,139.4955734,0,
行田市,18-08,36.1876362,139.4911264,0,
行田市,19-01,36.1609922,139.4696991,0,
行田市,19-02,36.168237,139.476019,0,
行田市,19-03,36.1698802,139.478314,0,
行田市,19-04,36.1657467,139.4857159,0,
行田市,19-05,36.1639018,139.4877727,0,
行田市,19-06,36.1537274,139.4931387,0,
行田市,19-07,36.1623367,139.4842428,0,
行田市,19-08,36.1600138,139.4764958,0,
行田市,20-01,36.1480227,139.497243,0,
行田市,20-02,36.144364,139.4885577,0,
行田市,20-03,36.1496463,139.48663,0,
行田市,20-04,36.1523335,139.4811256,0,
行田市,20-05,36.1476762,139.4841063,0,
行田市,20-06,36.1455863,139.486274,0,
行田市,20-07,36.1477638,139.4869877,0,
行田市,21-01,36.1386118,139.5083111,0,
行田市,21-02,36.1308489,139.5005484,0,
行田市,21-03,36.1367198,139.5000555,0,
行田市,21-04,36.1418939,139.5027512,0,
行田市,21-05,36.1437129,139.5022421,0,
行田市,21-06,36.1506143,139.5071805,0,
行田市,21-07,36.1517979,139.4971635,0,
行田市,21-08,36.1435235,139.5001575,0,
行田市,22-01,36.1268088,139.5135636,0,
行田市,22-02,36.1284544,139.5174805,0,
行田市,22-03,36.1197824,139.5300479,0,
行田市,22-04,36.1317993,139.5233634,0,
行田市,22-05,36.128925,139.5275521,0,
行田市,22-06,36.1352916,139.5200256,0,
行田市,22-07,36.1311127,139.5142993,0,
行田市,23-01,36.1257952,139.4771949,0,
行田市,23-02,36.1245691,139.48613,0,
行田市,23-03,36.1256061,139.4843069,0,
行田市,23-04,36.1238517,139.4823541,0,
行田市,23-05,36.1243352,139.4806388,0,
行田市,24-01,36.1215601,139.4931287,0,
行田市,24-02,36.1196722,139.4910369,0,
行田市,24-03,36.1161381,139.4908735,0,
行田市,24-04,36.1105786,139.4921019,0,
行田市,24-05,36.1125982,139.481748,0,
行田市,24-06,36.1200793,139.4877827,0,
行田市,24-07,36.1166799,139.4795161,0,
行田市,24-08,36.1114396,139.486014,0,
行田市,25-01,36.0974094,139.4945399,0,
行田市,25-02,36.0981819,139.4898296,0,
行田市,25-03,36.1012243,139.4908854,0,
行田市,25-04,36.1060011,139.4908034,0,
行田市,25-05,36.0990623,139.4967659,0,
行田市,25-06,36.1039177,139.4964479,0,
行田市,26-01,36.120518,139.4706047,0,
行田市,26-02,36.1174738,139.4711325,0,
行田市,26-03,36.111578,139.4728401,0,
行田市,26-04,36.1098389,139.4737754,0,
行田市,26-05,36.1181636,139.4682468,0,
行田市,26-06,36.1172738,139.4651983,0,
行田市,26-07,36.1273449,139.4610158,0,
行田市,27-01,36.1819116,139.4274794,0,
行田市,27-02,36.1812188,139.4294845,0,
