area_name,name,lat,long,status,note
須恵町,1,33.58162423,130.5278438,0,
須恵町,2,33.5870752,130.5083077,0,
須恵町,3,33.596382,130.511779,0,
須恵町,4,33.58427899,130.4971633,0,
須恵町,5,33.58085868,130.5261818,0,
須恵町,6,33.5870752,130.5083077,0,
須恵町,7,33.59607952,130.5048248,0,
須恵町,8,33.58604203,130.5005354,0,
須恵町,9,33.58443137,130.5179175,0,
須恵町,10,33.57906632,130.5106391,0,
須恵町,11,33.59911301,130.4986002,0,
須恵町,12,33.58559828,130.4954173,0,
須恵町,13,33.58624574,130.5163511,0,
須恵町,14,33.58190864,130.5076807,0,
須恵町,15,33.59679417,130.4981105,0,
須恵町,16,33.58634314,130.4963354,0,
須恵町,17,33.58268,130.5140802,0,
須恵町,18,33.5929535,130.5068306,0,
須恵町,19,33.59171404,130.4983166,0,
須恵町,20,33.5872957,130.5072732,0,
須恵町,21,33.58236443,130.5148717,0,
須恵町,22,33.5929535,130.5068306,0,
須恵町,23,33.59003205,130.4999744,0,
須恵町,24,33.5872957,130.5072732,0,
須恵町,25,33.5875342,130.5164304,0,
須恵町,26,33.58873895,130.5112471,0,
須恵町,27,33.60201449,130.4914522,0,
須恵町,28,33.58578077,130.4938706,0,
須恵町,29,33.5875342,130.5164304,0,
須恵町,30,33.59072125,130.5121013,0,
須恵町,31,33.61045578,130.4988373,0,
須恵町,32,33.5875342,130.5164304,0,
須恵町,33,33.59367474,130.5150589,0,
福岡市中央区,春吉第一-1,33.5920947,130.4037078,0,
福岡市中央区,春吉第一-2,33.5849248,130.4067784,0,
福岡市中央区,春吉第一-3,33.5849248,130.4067784,0,
福岡市中央区,春吉第一-4,33.5849248,130.4067784,0,
福岡市中央区,春吉第一-5,33.5847191,130.4065155,0,
福岡市中央区,春吉第一-6,33.5855841,130.4024819,0,
福岡市中央区,春吉第一-7,33.5837107,130.4047947,0,
福岡市中央区,春吉第一-8,33.58678,130.4091249,0,
福岡市中央区,春吉第二-1,33.5782521,130.4129471,0,
福岡市中央区,春吉第二-2,33.5820557,130.408547,0,
福岡市中央区,春吉第二-3,33.5796696,130.4100804,0,
福岡市中央区,春吉第二-4,33.5782521,130.4129471,0,
福岡市中央区,春吉第二-5,33.5824918,130.4090452,0,
福岡市中央区,春吉第二-6,33.5819666,130.4077711,0,
福岡市中央区,春吉第二-7,33.5796734,130.4123101,0,
福岡市中央区,春吉第二-8,33.5805453,130.4084082,0,
福岡市中央区,警固第一-1,33.5839738,130.3930842,0,
福岡市中央区,警固第一-2,33.5817896,130.3914899,0,
福岡市中央区,警固第一-3,33.583788,130.3905524,0,
福岡市中央区,警固第一-4,33.581936,130.388899,0,
福岡市中央区,警固第一-5,33.5822773,130.3944708,0,
福岡市中央区,警固第一-6,33.5815602,130.3914439,0,
福岡市中央区,警固第一-7,33.5777071,130.3896915,0,
福岡市中央区,警固第一-8,33.581683,130.3900101,0,
福岡市中央区,警固第二-1,33.5853208,130.3999665,0,
福岡市中央区,警固第二-2,33.5853208,130.3999665,0,
福岡市中央区,警固第二-3,33.583206,130.400761,0,
福岡市中央区,警固第二-4,33.58489,130.396726,0,
福岡市中央区,警固第二-5,33.585773,130.397276,0,
福岡市中央区,警固第二-6,33.5830352,130.3970196,0,
福岡市中央区,警固第二-7,33.5839738,130.3930842,0,
福岡市中央区,警固第二-8,33.5839071,130.3964535,0,
福岡市中央区,大名-1,33.5880531,130.3954266,0,
福岡市中央区,大名-2,33.5890694,130.3906872,0,
福岡市中央区,大名-3,33.5909525,130.4025947,0,
福岡市中央区,大名-4,33.5920982,130.3983437,0,
福岡市中央区,大名-5,33.5890694,130.3906872,0,
福岡市中央区,大名-6,33.5901398,130.4017105,0,
福岡市中央区,大名-7,33.5877823,130.3935744,0,
福岡市中央区,赤坂-1,33.5862355,130.3891381,0,
福岡市中央区,赤坂-2,33.5797144,130.3890542,0,
福岡市中央区,赤坂-3,33.5856421,130.3871025,0,
福岡市中央区,赤坂-4,33.5836816,130.3849118,0,
福岡市中央区,赤坂-5,33.5891102,130.3891626,0,
福岡市中央区,赤坂-6,33.5853007,130.3864397,0,
福岡市中央区,赤坂-7,33.5771019,130.3852416,0,
福岡市中央区,赤坂-8,33.5825143,130.3871423,0,
福岡市中央区,舞鶴-1,33.5913013,130.3871423,0,
福岡市中央区,舞鶴-2,33.5923951,130.3903287,0,
福岡市中央区,舞鶴-3,33.592382,130.3910443,0,
福岡市中央区,舞鶴-4,33.592382,130.3910443,0,
福岡市中央区,舞鶴-5,33.5933637,130.3938335,0,
福岡市中央区,舞鶴-6,33.5933637,130.3938335,0,
福岡市中央区,舞鶴-7,33.5965692,130.3999202,0,
福岡市中央区,舞鶴-8,33.592382,130.3910443,0,
福岡市中央区,簀子第一-1,33.5926527,130.3826214,0,
福岡市中央区,簀子第一-2,33.5902117,130.3861864,0,
福岡市中央区,簀子第一-3,33.5915018,130.3825218,0,
福岡市中央区,簀子第一-4,33.5935909,130.3809284,0,
福岡市中央区,簀子第一-5,33.5935909,130.3809284,0,
福岡市中央区,簀子第一-6,33.5926527,130.3826214,0,
福岡市中央区,簀子第一-7,33.5998947,130.3734389,0,
福岡市中央区,簀子第一-8,33.5987742,130.3788138,0,
福岡市中央区,簀子第二-1,33.5904054,130.3782195,0,
福岡市中央区,簀子第二-2,33.5835058,130.3806894,0,
福岡市中央区,簀子第二-3,33.5863068,130.3800365,0,
福岡市中央区,簀子第二-4,33.5863068,130.3800365,0,
福岡市中央区,簀子第二-5,33.5846177,130.3835276,0,
福岡市中央区,簀子第二-6,33.5863068,130.3800365,0,
福岡市中央区,簀子第二-7,33.5915018,130.3825218,0,
福岡市中央区,当仁第一-1,33.5955851,130.3735983,0,
福岡市中央区,当仁第一-2,33.5924061,130.3742357,0,
福岡市中央区,当仁第一-3,33.5924061,130.3742357,0,
福岡市中央区,当仁第一-4,33.589408,130.3771112,0,
福岡市中央区,当仁第一-5,33.5994231,130.3722456,0,
福岡市中央区,当仁第一-6,33.5944579,130.3758471,0,
福岡市中央区,当仁第一-7,33.5914958,130.3770543,0,
福岡市中央区,当仁第一-8,33.5975471,130.3712078,0,
福岡市中央区,当仁第二-1,33.5914542,130.3695557,0,
福岡市中央区,当仁第二-2,33.5926923,130.3708891,0,
福岡市中央区,当仁第二-3,33.5922233,130.3724479,0,
福岡市中央区,当仁第二-4,33.5922233,130.3724479,0,
福岡市中央区,当仁第二-5,33.5941138,130.3702516,0,
福岡市中央区,当仁第二-6,33.5922233,130.3724479,0,
福岡市中央区,当仁第二-7,33.5894473,130.3702488,0,
福岡市中央区,当仁第二-8,33.5906837,130.3709688,0,
福岡市中央区,南当仁第一-1,33.5826159,130.3770806,0,
福岡市中央区,南当仁第一-2,33.5839873,130.3690366,0,
福岡市中央区,南当仁第一-3,33.5844162,130.3705782,0,
福岡市中央区,南当仁第一-4,33.5844162,130.3705782,0,
福岡市中央区,南当仁第一-5,33.5844162,130.3705782,0,
福岡市中央区,南当仁第一-6,33.5842016,130.3728794,0,
福岡市中央区,南当仁第一-7,33.5865521,130.3764667,0,
福岡市中央区,南当仁第一-8,33.582396,130.3702516,0,
福岡市中央区,南当仁第二-1,33.5885374,130.3652313,0,
福岡市中央区,南当仁第二-2,33.5908344,130.3679208,0,
福岡市中央区,南当仁第二-3,33.5941455,130.365311,0,
福岡市中央区,南当仁第二-4,33.589427,130.3620707,0,
福岡市中央区,南当仁第二-5,33.5880947,130.3617726,0,
福岡市中央区,南当仁第二-6,33.5916116,130.3643945,0,
福岡市中央区,南当仁第二-7,33.5907046,130.3610075,0,
福岡市中央区,南当仁第二-8,33.5896322,130.3684189,0,
福岡市中央区,南当仁第三-1,33.5853188,130.3647326,0,
福岡市中央区,南当仁第三-2,33.5867628,130.3671438,0,
福岡市中央区,南当仁第三-3,33.5867628,130.3671438,0,
福岡市中央区,南当仁第三-4,33.5835354,130.3649125,0,
福岡市中央区,南当仁第三-5,33.5837076,130.367293,0,
福岡市中央区,南当仁第三-6,33.582767,130.367622,0,
福岡市中央区,南当仁第三-7,33.5816572,130.3673231,0,
福岡市中央区,高宮-1,33.5771704,130.4061934,0,
福岡市中央区,高宮-2,33.5794548,130.4068951,0,
福岡市中央区,高宮-3,33.5765671,130.4064173,0,
福岡市中央区,高宮-4,33.5740011,130.4078344,0,
福岡市中央区,高宮-5,33.5770283,130.4128422,0,
福岡市中央区,高宮-6,33.5771704,130.4061934,0,
福岡市中央区,高宮-7,33.5788426,130.4037893,0,
福岡市中央区,高宮-8,33.5807625,130.4025016,0,
福岡市中央区,高宮-9,33.5743915,130.4064571,0,
福岡市中央区,一本木-1,33.5782763,130.4029929,0,
福岡市中央区,一本木-2,33.5754355,130.405382,0,
福岡市中央区,一本木-3,33.5760746,130.4044762,0,
福岡市中央区,一本木-4,33.5760746,130.4044762,0,
福岡市中央区,一本木-5,33.5735318,130.405382,0,
福岡市中央区,一本木-6,33.5750318,130.4039912,0,
福岡市中央区,一本木-7,33.574929,130.4065188,0,
福岡市中央区,一本木-8,33.5779816,130.4020173,0,
福岡市中央区,平尾-1,33.5753082,130.3960439,0,
福岡市中央区,平尾-2,33.5753082,130.3960439,0,
福岡市中央区,平尾-3,33.5753082,130.3960439,0,
福岡市中央区,平尾-4,33.5763414,130.3984785,0,
福岡市中央区,平尾-5,33.5725339,130.3976567,0,
福岡市中央区,平尾-6,33.5725339,130.3976567,0,
福岡市中央区,平尾-7,33.570688,130.3952673,0,
福岡市中央区,平尾-8,33.570688,130.3952673,0,
福岡市中央区,草ヶ江-1,33.5789418,130.3740034,0,
福岡市中央区,草ヶ江-2,33.5789418,130.3740034,0,
福岡市中央区,草ヶ江-3,33.5809839,130.3753512,0,
福岡市中央区,草ヶ江-4,33.5766289,130.3771753,0,
福岡市中央区,草ヶ江-5,33.5771428,130.3765912,0,
福岡市中央区,草ヶ江-6,33.5808291,130.3714469,0,
福岡市中央区,草ヶ江-7,33.5771428,130.3765912,0,
福岡市中央区,草ヶ江-8,33.5741406,130.3803144,0,
福岡市中央区,小笹-1,33.5671953,130.3858677,0,
福岡市中央区,小笹-2,33.5689679,130.3879788,0,
福岡市中央区,小笹-3,33.5690947,130.3858227,0,
福岡市中央区,小笹-4,33.5690947,130.3858227,0,
福岡市中央区,小笹-5,33.5680834,130.3903287,0,
福岡市中央区,小笹-6,33.5680834,130.3903287,0,
福岡市中央区,小笹-7,33.5706069,130.3862255,0,
福岡市中央区,梅光園-1,33.5695427,130.3778212,0,
福岡市中央区,梅光園-2,33.5689838,130.3768971,0,
