area_id,area_name,area_block
1,神戸市東灘区,
2,神戸市灘区,
3,神戸市兵庫区,
4,神戸市長田区,
5,神戸市須磨区,
6,神戸市垂水区,
7,神戸市北区,
8,神戸市中央区,
9,神戸市西区,
10,姫路市,
11,尼崎市,
12,明石市,
13,西宮市,
14,洲本市,
15,芦屋市,
16,伊丹市,
17,相生市,
18,豊岡市,
19,加古川市,
20,赤穂市,
21,西脇市,
22,宝塚市,
23,三木市,
24,高砂市,
25,川西市,
26,小野市,
27,三田市,
28,加西市,
29,丹波篠山市,
30,養父市,
31,丹波市,
32,南あわじ市,
33,朝来市,
34,淡路市,
35,宍粟市,
36,加東市,
37,たつの市,
38,猪名川町,
39,多可町,
40,稲美町,
41,播磨町,
42,市川町,
43,福崎町,
44,神河町,
45,太子町,
46,上郡町,
47,佐用町,
48,香美町,
49,新温泉町,
