area_id,area_name,area_block
1,松山市,
2,今治市,
3,宇和島市,
4,八幡浜市,
5,新居浜市,
6,西条市,
7,大洲市,
8,伊予市,
9,四国中央市,
10,西予市,
11,東温市,
12,上島町,
13,久万高原町,
14,松前町,
15,砥部町,
16,内子町,
17,伊方町,
18,松野町,
19,鬼北町,
20,愛南町,
